Serial number,Wave,Master_Id,TOM,BUMO,Previous_Master_Id,Previous_Master_Brand,Switch_Status,P3M,Consideration,Total_Spontanoues,Total_aided_awareness,P4W
1,2025,100,1,1,200.0,Olong Tea Plus,Switched,1,1,1,1,1
1,2025,200,0,0,,,,0,1,0,1,0
1,2025,300,0,0,,,,0,0,0,0,0
1,2025,400,0,0,,,,0,0,0,0,0
1,2025,500,0,0,,,,0,0,0,0,0
1,2025,600,0,0,,,,0,0,0,0,0
1,2025,700,0,0,,,,0,0,0,0,0
2,2025,100,0,0,,,,0,0,1,1,0
2,2025,200,0,0,,,,0,0,1,1,0
2,2025,300,1,0,,,,1,1,1,1,1
2,2025,400,0,0,,,,0,0,0,1,0
2,2025,500,0,1,300.0,Không Độ,Switched,1,1,0,1,1
2,2025,600,0,0,,,,0,0,0,1,0
2,2025,700,0,0,,,,1,0,0,1,0
3,2025,100,0,0,,,,0,0,0,0,0
3,2025,200,0,0,,,,0,0,0,0,0
3,2025,300,1,1,700.0,Khác,Switched,1,1,1,1,1
3,2025,400,0,0,,,,0,0,0,0,0
3,2025,500,0,0,,,,0,0,0,0,0
3,2025,600,0,0,,,,0,0,0,0,0
3,2025,700,0,0,,,,0,1,0,1,0
4,2025,100,0,0,,,,1,1,0,1,1
4,2025,200,0,0,,,,1,1,1,1,1
4,2025,300,1,0,,,,0,1,1,1,0
4,2025,400,0,1,200.0,Olong Tea Plus,Switched,1,1,1,1,1
4,2025,500,0,0,,,,0,0,0,1,0
4,2025,600,0,0,,,,0,1,0,1,0
4,2025,700,0,0,,,,1,1,0,1,1
5,2025,100,0,0,,,,0,0,1,1,0
5,2025,200,0,0,,,,0,1,1,1,0
5,2025,300,0,0,,,,1,1,0,1,1
5,2025,400,0,0,,,,1,1,0,1,1
5,2025,500,0,0,,,,0,0,0,1,0
5,2025,600,0,0,,,,0,0,0,1,0
5,2025,700,1,1,300.0,Không Độ,Switched,1,1,1,1,1
6,2025,100,1,0,,,,1,1,1,1,1
6,2025,200,0,0,,,,1,1,1,1,1
6,2025,300,0,1,100.0,C2,Switched,1,1,1,1,1
6,2025,400,0,0,,,,0,1,1,1,0
6,2025,500,0,0,,,,1,1,0,1,1
6,2025,600,0,0,,,,0,0,0,1,0
6,2025,700,0,0,,,,1,1,1,1,1
7,2025,100,0,0,,,,1,1,1,1,1
7,2025,200,0,0,,,,1,1,1,1,1
7,2025,300,1,1,100.0,C2,Switched,1,1,1,1,1
7,2025,400,0,0,,,,0,1,0,1,0
7,2025,500,0,0,,,,0,0,0,0,0
7,2025,600,0,0,,,,0,0,0,0,0
7,2025,700,0,0,,,,0,0,0,1,0
8,2025,100,1,0,,,,0,1,1,1,0
8,2025,200,0,1,100.0,C2,Switched,1,1,1,1,1
8,2025,300,0,0,,,,0,0,0,0,0
8,2025,400,0,0,,,,1,1,0,1,1
8,2025,500,0,0,,,,1,1,0,1,1
8,2025,600,0,0,,,,0,0,0,0,0
8,2025,700,0,0,,,,1,1,0,1,0
9,2025,100,0,0,,,,0,0,0,0,0
9,2025,200,0,0,,,,1,1,1,1,1
9,2025,300,1,0,,,,1,1,1,1,1
9,2025,400,0,0,,,,0,1,0,1,0
9,2025,500,0,1,300.0,Không Độ,Switched,1,1,1,1,1
9,2025,600,0,0,,,,0,0,0,0,0
9,2025,700,0,0,,,,1,0,0,1,0
10,2025,100,1,0,,,,1,1,1,1,1
10,2025,200,0,1,,,No Previous Data,1,1,0,1,1
10,2025,300,0,0,,,,1,0,1,1,0
10,2025,400,0,0,,,,1,1,0,1,1
10,2025,500,0,0,,,,0,0,0,1,0
10,2025,600,0,0,,,,0,1,0,1,0
10,2025,700,0,0,,,,0,1,0,1,0
11,2025,100,0,0,,,,0,0,0,0,0
11,2025,200,0,0,,,,0,0,0,0,0
11,2025,300,0,0,,,,0,0,0,0,0
11,2025,400,0,0,,,,0,0,0,0,0
11,2025,500,0,0,,,,0,0,0,0,0
11,2025,600,0,0,,,,0,0,0,0,0
11,2025,700,1,1,,,No Previous Data,1,1,1,1,1
12,2025,100,0,0,,,,0,0,0,0,0
12,2025,200,1,1,600.0,Dr. Thanh,Switched,1,1,1,1,1
12,2025,300,0,0,,,,0,0,0,0,0
12,2025,400,0,0,,,,1,1,1,1,1
12,2025,500,0,0,,,,0,0,0,0,0
12,2025,600,0,0,,,,0,1,0,1,0
12,2025,700,0,0,,,,0,0,0,0,0
13,2025,100,0,0,,,,0,0,0,0,0
13,2025,200,0,0,,,,0,0,0,0,0
13,2025,300,1,1,,,No Previous Data,1,1,1,1,1
13,2025,400,0,0,,,,0,0,0,0,0
13,2025,500,0,0,,,,0,0,0,0,0
13,2025,600,0,0,,,,0,0,0,0,0
13,2025,700,0,0,,,,0,0,0,0,0
14,2025,100,0,1,700.0,Khác,Switched,1,1,1,1,1
14,2025,200,0,0,,,,1,0,0,1,0
14,2025,300,0,0,,,,0,0,0,0,0
14,2025,400,0,0,,,,0,0,0,0,0
14,2025,500,0,0,,,,0,0,0,0,0
14,2025,600,0,0,,,,0,0,0,0,0
14,2025,700,0,0,,,,0,1,0,1,0
15,2025,100,0,0,,,,1,1,0,1,1
15,2025,200,0,0,,,,1,1,1,1,0
15,2025,300,1,1,200.0,Olong Tea Plus,Switched,1,1,1,1,1
15,2025,400,0,0,,,,0,0,0,1,0
15,2025,500,0,0,,,,0,0,0,1,0
15,2025,600,0,0,,,,0,0,0,1,0
15,2025,700,0,0,,,,1,1,0,1,1
16,2025,100,0,0,,,,1,1,0,1,1
16,2025,200,0,0,,,,1,1,0,1,1
16,2025,300,1,1,700.0,Khác,Switched,1,1,1,1,1
16,2025,400,0,0,,,,1,1,1,1,1
16,2025,500,0,0,,,,0,0,0,0,0
16,2025,600,0,0,,,,0,1,0,1,0
16,2025,700,0,0,,,,1,1,1,1,0
17,2025,100,1,0,,,,0,1,1,1,0
17,2025,200,0,1,600.0,Dr. Thanh,Switched,1,1,0,1,1
17,2025,300,0,0,,,,0,1,0,1,0
17,2025,400,0,0,,,,0,0,1,1,0
17,2025,500,0,0,,,,0,0,0,0,0
17,2025,600,0,0,,,,0,0,0,1,0
17,2025,700,0,0,,,,0,0,0,1,0
18,2025,100,0,0,,,,0,1,0,1,0
18,2025,200,0,0,,,,1,1,1,1,1
18,2025,300,1,0,,,,1,1,1,1,0
18,2025,400,0,0,,,,1,1,1,1,1
18,2025,500,0,0,,,,1,1,0,1,1
18,2025,600,0,1,400.0,Cozy,Switched,1,1,0,1,1
18,2025,700,0,0,,,,1,1,0,1,1
19,2025,100,0,0,,,,0,0,0,0,0
19,2025,200,0,0,,,,0,0,0,0,0
19,2025,300,1,1,,,No Previous Data,1,1,1,1,1
19,2025,400,0,0,,,,0,0,0,0,0
19,2025,500,0,0,,,,0,0,0,0,0
19,2025,600,0,0,,,,0,0,0,0,0
19,2025,700,0,0,,,,0,0,0,0,0
20,2025,100,0,0,,,,0,0,0,0,0
20,2025,200,0,0,,,,0,0,0,0,0
20,2025,300,0,0,,,,0,0,0,0,0
20,2025,400,0,0,,,,0,0,0,0,0
20,2025,500,0,0,,,,0,0,0,0,0
20,2025,600,0,0,,,,0,0,0,0,0
20,2025,700,1,1,,,No Previous Data,1,1,1,1,1
21,2025,100,0,0,,,,0,0,0,0,0
21,2025,200,0,0,,,,1,1,0,1,1
21,2025,300,1,1,200.0,Olong Tea Plus,Switched,1,1,1,1,1
21,2025,400,0,0,,,,1,1,0,1,1
21,2025,500,0,0,,,,0,0,0,0,0
21,2025,600,0,0,,,,1,1,0,1,1
21,2025,700,0,0,,,,1,1,0,1,0
22,2025,100,0,0,,,,0,0,1,1,0
22,2025,200,0,0,,,,0,0,1,1,0
22,2025,300,1,0,,,,1,1,1,1,0
22,2025,400,0,0,,,,1,1,0,1,1
22,2025,500,0,1,400.0,Cozy,Switched,1,1,0,1,1
22,2025,600,0,0,,,,0,0,0,1,0
22,2025,700,0,0,,,,0,0,0,0,0
23,2025,100,0,0,,,,0,0,0,0,0
23,2025,200,0,0,,,,0,0,0,0,0
23,2025,300,1,0,,,,1,1,1,1,0
23,2025,400,0,0,,,,0,0,0,0,0
23,2025,500,0,0,,,,0,0,0,0,0
23,2025,600,0,0,,,,0,0,0,0,0
23,2025,700,0,1,300.0,Không Độ,Switched,1,1,0,1,1
24,2025,100,0,0,,,,1,1,1,1,1
24,2025,200,1,1,100.0,C2,Switched,1,1,1,1,1
24,2025,300,0,0,,,,1,1,1,1,1
24,2025,400,0,0,,,,0,0,0,1,0
24,2025,500,0,0,,,,0,0,0,0,0
24,2025,600,0,0,,,,0,0,0,1,0
24,2025,700,0,0,,,,0,0,0,1,0
25,2025,100,1,1,200.0,Olong Tea Plus,Switched,1,1,1,1,1
25,2025,200,0,0,,,,0,0,1,1,0
25,2025,300,0,0,,,,0,1,0,1,0
25,2025,400,0,0,,,,0,0,0,1,0
25,2025,500,0,0,,,,0,0,0,1,0
25,2025,600,0,0,,,,0,0,0,1,0
25,2025,700,0,0,,,,0,0,0,1,0
26,2025,100,0,0,,,,0,0,0,1,0
26,2025,200,0,0,,,,0,0,1,1,0
26,2025,300,0,0,,,,1,1,1,1,1
26,2025,400,1,1,300.0,Không Độ,Switched,1,1,1,1,1
26,2025,500,0,0,,,,0,0,0,0,0
26,2025,600,0,0,,,,0,0,0,1,0
26,2025,700,0,0,,,,0,0,0,0,0
27,2025,100,0,0,,,,0,0,1,1,0
27,2025,200,0,0,,,,0,0,1,1,0
27,2025,300,1,1,,,No Previous Data,1,1,1,1,1
27,2025,400,0,0,,,,0,0,0,1,0
27,2025,500,0,0,,,,0,0,0,0,0
27,2025,600,0,0,,,,0,0,0,1,0
27,2025,700,0,0,,,,0,0,0,1,0
28,2025,100,1,1,,,No Previous Data,1,1,1,1,1
28,2025,200,0,0,,,,0,0,1,1,0
28,2025,300,0,0,,,,0,0,0,1,0
28,2025,400,0,0,,,,0,0,0,1,0
28,2025,500,0,0,,,,0,1,0,1,0
28,2025,600,0,0,,,,0,0,0,1,0
28,2025,700,0,0,,,,0,0,0,1,0
29,2025,100,0,0,,,,1,1,1,1,0
29,2025,200,1,1,,,No Previous Data,1,1,1,1,1
29,2025,300,0,0,,,,0,0,1,1,0
29,2025,400,0,0,,,,0,0,1,1,0
29,2025,500,0,0,,,,0,0,0,0,0
29,2025,600,0,0,,,,0,0,0,1,0
29,2025,700,0,0,,,,0,0,0,1,0
30,2025,100,0,0,,,,1,1,1,1,0
30,2025,200,1,1,,,No Previous Data,1,1,1,1,1
30,2025,300,0,0,,,,0,0,0,1,0
30,2025,400,0,0,,,,1,0,1,1,0
30,2025,500,0,0,,,,0,0,0,0,0
30,2025,600,0,0,,,,0,0,0,1,0
30,2025,700,0,0,,,,0,0,0,1,0
31,2025,100,0,0,,,,0,1,1,1,0
31,2025,200,1,1,,,No Previous Data,1,1,1,1,1
31,2025,300,0,0,,,,0,0,1,1,0
31,2025,400,0,0,,,,1,1,0,1,1
31,2025,500,0,0,,,,0,0,0,0,0
31,2025,600,0,0,,,,0,0,0,1,0
31,2025,700,0,0,,,,0,0,0,1,0
32,2025,100,0,0,,,,1,1,1,1,1
32,2025,200,1,1,,,No Previous Data,1,1,1,1,1
32,2025,300,0,0,,,,1,1,0,1,1
32,2025,400,0,0,,,,1,1,1,1,1
32,2025,500,0,0,,,,0,0,0,0,0
32,2025,600,0,0,,,,0,0,0,0,0
32,2025,700,0,0,,,,0,0,0,1,0
33,2025,100,0,0,,,,1,1,1,1,0
33,2025,200,0,0,,,,1,1,1,1,1
33,2025,300,1,1,,,No Previous Data,1,1,1,1,1
33,2025,400,0,0,,,,0,0,0,1,0
33,2025,500,0,0,,,,0,0,0,0,0
33,2025,600,0,0,,,,0,0,0,1,0
33,2025,700,0,0,,,,0,0,0,1,0
34,2025,100,1,1,,,No Previous Data,1,1,1,1,1
34,2025,200,0,0,,,,0,0,0,1,0
34,2025,300,0,0,,,,1,1,1,1,0
34,2025,400,0,0,,,,0,0,0,1,0
34,2025,500,0,0,,,,0,0,0,0,0
34,2025,600,0,0,,,,0,0,0,1,0
34,2025,700,0,0,,,,1,1,1,1,1
35,2025,100,0,0,,,,0,1,1,1,0
35,2025,200,0,0,,,,0,0,1,1,0
35,2025,300,0,0,,,,0,0,0,1,0
35,2025,400,0,0,,,,0,0,0,1,0
35,2025,500,0,0,,,,0,0,0,1,0
35,2025,600,0,0,,,,0,0,0,1,0
35,2025,700,1,1,200.0,Olong Tea Plus,Switched,1,1,1,1,1
36,2025,100,0,0,,,,0,1,1,1,0
36,2025,200,1,1,,,No Previous Data,1,1,1,1,1
36,2025,300,0,0,,,,0,0,1,1,0
36,2025,400,0,0,,,,0,0,0,1,0
36,2025,500,0,0,,,,0,0,0,1,0
36,2025,600,0,0,,,,0,0,0,1,0
36,2025,700,0,0,,,,0,0,0,1,0
37,2025,100,0,0,,,,1,1,0,1,1
37,2025,200,1,1,300.0,Không Độ,Switched,1,1,1,1,1
37,2025,300,0,0,,,,1,1,1,1,1
37,2025,400,0,0,,,,1,1,1,1,1
37,2025,500,0,0,,,,0,0,0,0,0
37,2025,600,0,0,,,,0,0,0,1,0
37,2025,700,0,0,,,,0,0,0,1,0
38,2025,100,0,0,,,,0,0,0,1,0
38,2025,200,0,0,,,,1,1,1,1,1
38,2025,300,1,1,,,No Previous Data,1,1,1,1,1
38,2025,400,0,0,,,,0,0,0,1,0
38,2025,500,0,0,,,,0,0,0,0,0
38,2025,600,0,0,,,,0,0,0,1,0
38,2025,700,0,0,,,,0,1,0,1,0
39,2025,100,0,0,,,,1,1,1,1,0
39,2025,200,1,1,,,No Previous Data,1,1,1,1,1
39,2025,300,0,0,,,,0,1,1,1,0
39,2025,400,0,0,,,,0,0,0,1,0
39,2025,500,0,0,,,,0,0,0,0,0
39,2025,600,0,0,,,,0,0,0,1,0
39,2025,700,0,0,,,,0,0,0,1,0
40,2025,100,1,1,,,No Previous Data,1,1,1,1,1
40,2025,200,0,0,,,,0,0,1,1,0
40,2025,300,0,0,,,,0,1,0,1,0
40,2025,400,0,0,,,,0,0,0,1,0
40,2025,500,0,0,,,,0,0,0,1,0
40,2025,600,0,0,,,,0,0,0,1,0
40,2025,700,0,0,,,,0,0,0,1,0
41,2025,100,1,1,,,No Previous Data,1,1,1,1,1
41,2025,200,0,0,,,,1,1,1,1,0
41,2025,300,0,0,,,,1,1,1,1,0
41,2025,400,0,0,,,,0,0,1,1,0
41,2025,500,0,0,,,,0,0,0,0,0
41,2025,600,0,0,,,,0,0,0,1,0
41,2025,700,0,0,,,,0,0,0,1,0
42,2025,100,1,1,,,No Previous Data,1,1,1,1,1
42,2025,200,0,0,,,,1,1,1,1,1
42,2025,300,0,0,,,,1,1,1,1,0
42,2025,400,0,0,,,,0,0,0,1,0
42,2025,500,0,0,,,,0,0,0,1,0
42,2025,600,0,0,,,,0,0,0,1,0
42,2025,700,0,0,,,,0,1,0,1,0
43,2025,100,0,0,,,,0,1,0,1,0
43,2025,200,0,0,,,,1,1,1,1,1
43,2025,300,0,0,,,,1,1,1,1,1
43,2025,400,1,1,200.0,Olong Tea Plus,Switched,1,1,1,1,1
43,2025,500,0,0,,,,0,0,0,0,0
43,2025,600,0,0,,,,0,0,0,1,0
43,2025,700,0,0,,,,1,1,0,1,0
44,2025,100,0,0,,,,1,0,1,1,0
44,2025,200,0,0,,,,1,1,1,1,1
44,2025,300,0,0,,,,0,1,0,1,0
44,2025,400,0,0,,,,0,0,0,0,0
44,2025,500,0,0,,,,0,0,0,1,0
44,2025,600,0,0,,,,0,0,0,0,0
44,2025,700,1,1,200.0,Olong Tea Plus,Switched,1,1,1,1,0
45,2025,100,1,1,,,No Previous Data,1,1,1,1,1
45,2025,200,0,0,,,,1,1,1,1,1
45,2025,300,0,0,,,,0,0,0,1,0
45,2025,400,0,0,,,,0,0,0,1,0
45,2025,500,0,0,,,,0,0,0,1,0
45,2025,600,0,0,,,,0,0,0,0,0
45,2025,700,0,0,,,,1,1,0,1,0
46,2025,100,0,0,,,,1,1,1,1,1
46,2025,200,0,0,,,,1,1,1,1,1
46,2025,300,1,1,,,No Previous Data,1,1,1,1,1
46,2025,400,0,0,,,,1,1,0,1,1
46,2025,500,0,0,,,,0,0,0,1,0
46,2025,600,0,0,,,,0,0,0,1,0
46,2025,700,0,0,,,,1,1,0,1,0
47,2025,100,1,1,,,No Previous Data,1,1,1,1,1
47,2025,200,0,0,,,,0,1,1,1,0
47,2025,300,0,0,,,,0,1,1,1,0
47,2025,400,0,0,,,,0,0,1,1,0
47,2025,500,0,0,,,,0,1,0,1,0
47,2025,600,0,0,,,,0,0,0,1,0
47,2025,700,0,0,,,,0,1,1,1,0
48,2025,100,0,0,,,,1,1,1,1,0
48,2025,200,1,1,,,No Previous Data,1,1,1,1,1
48,2025,300,0,0,,,,0,1,0,1,0
48,2025,400,0,0,,,,0,0,1,1,0
48,2025,500,0,0,,,,0,0,0,1,0
48,2025,600,0,0,,,,0,0,0,1,0
48,2025,700,0,0,,,,0,1,0,1,0
49,2025,100,0,0,,,,0,1,1,1,0
49,2025,200,1,1,300.0,Không Độ,Switched,1,1,1,1,1
49,2025,300,0,0,,,,1,1,1,1,1
49,2025,400,0,0,,,,0,0,0,1,0
49,2025,500,0,0,,,,0,0,0,0,0
49,2025,600,0,0,,,,0,0,0,1,0
49,2025,700,0,0,,,,0,1,0,1,0
50,2025,100,1,1,200.0,Olong Tea Plus,Switched,1,1,1,1,1
50,2025,200,0,0,,,,0,0,1,1,0
50,2025,300,0,0,,,,0,1,1,1,0
50,2025,400,0,0,,,,1,0,0,1,0
50,2025,500,0,0,,,,0,1,0,1,0
50,2025,600,0,0,,,,0,0,0,1,0
50,2025,700,0,0,,,,0,1,0,1,0
51,2025,100,0,0,,,,0,1,1,1,0
51,2025,200,0,0,,,,0,1,1,1,0
51,2025,300,1,1,600.0,Dr. Thanh,Switched,1,1,1,1,1
51,2025,400,0,0,,,,0,1,1,1,0
51,2025,500,0,0,,,,0,1,0,1,0
51,2025,600,0,0,,,,0,0,0,1,0
51,2025,700,0,0,,,,0,1,0,1,0
52,2025,100,0,0,,,,1,1,1,1,0
52,2025,200,1,1,100.0,C2,Switched,1,1,1,1,1
52,2025,300,0,0,,,,0,0,0,1,0
52,2025,400,0,0,,,,0,0,0,1,0
52,2025,500,0,0,,,,0,0,0,1,0
52,2025,600,0,0,,,,0,0,0,1,0
52,2025,700,0,0,,,,0,0,0,1,0
53,2025,100,0,0,,,,1,1,1,1,1
53,2025,200,1,1,,,No Previous Data,1,1,1,1,1
53,2025,300,0,0,,,,0,0,0,1,0
53,2025,400,0,0,,,,0,0,0,1,0
53,2025,500,0,0,,,,0,0,0,0,0
53,2025,600,0,0,,,,0,0,0,0,0
53,2025,700,0,0,,,,0,1,0,1,0
54,2025,100,1,1,200.0,Olong Tea Plus,Switched,1,1,1,1,1
54,2025,200,0,0,,,,0,1,0,1,0
54,2025,300,0,0,,,,0,1,1,1,0
54,2025,400,0,0,,,,0,0,0,1,0
54,2025,500,0,0,,,,0,0,0,1,0
54,2025,600,0,0,,,,0,0,0,1,0
54,2025,700,0,0,,,,0,0,0,1,0
55,2025,100,0,1,,,No Previous Data,1,1,1,1,1
55,2025,200,1,0,,,,1,1,1,1,1
55,2025,300,0,0,,,,0,1,0,1,0
55,2025,400,0,0,,,,0,0,0,1,0
55,2025,500,0,0,,,,0,0,0,0,0
55,2025,600,0,0,,,,0,0,0,1,0
55,2025,700,0,0,,,,0,0,0,0,0
56,2025,100,1,1,,,No Previous Data,1,1,1,1,1
56,2025,200,0,0,,,,1,1,1,1,1
56,2025,300,0,0,,,,0,0,1,1,0
56,2025,400,0,0,,,,0,0,1,1,0
56,2025,500,0,0,,,,0,1,0,1,0
56,2025,600,0,0,,,,1,0,0,1,0
56,2025,700,0,0,,,,0,0,0,1,0
57,2025,100,1,1,200.0,Olong Tea Plus,Switched,1,1,1,1,1
57,2025,200,0,0,,,,1,1,0,1,0
57,2025,300,0,0,,,,1,1,1,1,0
57,2025,400,0,0,,,,0,0,0,1,0
57,2025,500,0,0,,,,0,0,0,1,0
57,2025,600,0,0,,,,0,0,0,1,0
57,2025,700,0,0,,,,0,0,0,1,0
58,2025,100,0,0,,,,0,0,0,1,0
58,2025,200,0,0,,,,1,1,1,1,1
58,2025,300,1,1,200.0,Olong Tea Plus,Switched,1,1,1,1,1
58,2025,400,0,0,,,,1,1,0,1,1
58,2025,500,0,0,,,,0,0,0,0,0
58,2025,600,0,0,,,,0,0,0,1,0
58,2025,700,0,0,,,,0,0,0,1,0
59,2025,100,0,0,,,,0,0,0,1,0
59,2025,200,0,0,,,,1,1,1,1,1
59,2025,300,1,1,,,No Previous Data,1,1,1,1,1
59,2025,400,0,0,,,,0,0,0,1,0
59,2025,500,0,0,,,,0,0,0,1,0
59,2025,600,0,0,,,,0,0,0,1,0
59,2025,700,0,0,,,,0,1,0,1,0
60,2025,100,0,0,,,,0,0,0,1,0
60,2025,200,0,0,,,,1,0,1,1,0
60,2025,300,1,1,200.0,Olong Tea Plus,Switched,1,1,1,1,1
60,2025,400,0,0,,,,0,0,1,1,0
60,2025,500,0,0,,,,0,0,0,0,0
60,2025,600,0,0,,,,0,0,0,1,0
60,2025,700,0,0,,,,0,1,0,1,0
61,2025,100,0,0,,,,0,0,0,1,0
61,2025,200,0,0,,,,1,1,1,1,1
61,2025,300,0,0,,,,1,1,0,1,1
61,2025,400,1,1,,,No Previous Data,1,1,1,1,1
61,2025,500,0,0,,,,0,0,0,0,0
61,2025,600,0,0,,,,0,0,0,1,0
61,2025,700,0,0,,,,1,1,0,1,0
62,2025,100,0,0,,,,0,1,0,1,0
62,2025,200,0,0,,,,1,1,1,1,1
62,2025,300,0,0,,,,1,1,1,1,1
62,2025,400,0,0,,,,0,0,0,1,0
62,2025,500,0,0,,,,0,0,0,1,0
62,2025,600,0,0,,,,0,0,0,1,0
62,2025,700,1,1,200.0,Olong Tea Plus,Switched,1,1,1,1,0
63,2025,100,0,0,,,,0,0,1,1,0
63,2025,200,1,1,,,No Previous Data,1,1,1,1,1
63,2025,300,0,0,,,,1,1,0,1,1
63,2025,400,0,0,,,,1,1,1,1,1
63,2025,500,0,0,,,,0,0,0,0,0
63,2025,600,0,0,,,,0,0,0,1,0
63,2025,700,0,0,,,,0,1,0,1,0
64,2025,100,0,0,,,,0,1,0,1,0
64,2025,200,1,1,,,No Previous Data,1,1,1,1,1
64,2025,300,0,0,,,,1,1,1,1,1
64,2025,400,0,0,,,,0,1,0,1,0
64,2025,500,0,0,,,,0,0,0,0,0
64,2025,600,0,0,,,,0,0,0,1,0
64,2025,700,0,0,,,,0,0,0,0,0
65,2025,100,0,0,,,,0,0,1,1,0
65,2025,200,0,0,,,,1,1,0,1,1
65,2025,300,1,1,100.0,C2,Switched,1,1,1,1,1
65,2025,400,0,0,,,,1,1,0,1,1
65,2025,500,0,0,,,,0,0,0,0,0
65,2025,600,0,0,,,,0,0,0,0,0
65,2025,700,0,0,,,,0,1,0,1,0
66,2025,100,0,0,,,,1,1,1,1,1
66,2025,200,0,0,,,,1,1,0,1,0
66,2025,300,1,1,100.0,C2,Switched,1,1,1,1,1
66,2025,400,0,0,,,,0,0,0,1,0
66,2025,500,0,0,,,,0,0,0,0,0
66,2025,600,0,0,,,,0,0,0,1,0
66,2025,700,0,0,,,,1,0,1,1,0
67,2025,100,1,1,200.0,Olong Tea Plus,Switched,1,1,1,1,1
67,2025,200,0,0,,,,1,1,0,1,1
67,2025,300,0,0,,,,1,1,0,1,0
67,2025,400,0,0,,,,1,1,0,1,0
67,2025,500,0,0,,,,0,0,0,0,0
67,2025,600,0,0,,,,0,1,0,1,0
67,2025,700,0,0,,,,0,0,0,1,0
68,2025,100,0,0,,,,1,1,1,1,0
68,2025,200,1,1,,,No Previous Data,1,1,1,1,1
68,2025,300,0,0,,,,1,0,0,1,0
68,2025,400,0,0,,,,1,1,1,1,1
68,2025,500,0,0,,,,0,0,0,0,0
68,2025,600,0,0,,,,0,0,0,1,0
68,2025,700,0,0,,,,0,0,0,1,0
69,2025,100,0,0,,,,1,1,1,1,0
69,2025,200,0,0,,,,1,1,1,1,1
69,2025,300,0,0,,,,0,1,0,1,0
69,2025,400,1,1,200.0,Olong Tea Plus,Switched,1,1,1,1,1
69,2025,500,0,0,,,,0,0,0,0,0
69,2025,600,0,0,,,,0,0,0,0,0
69,2025,700,0,0,,,,0,0,0,0,0
70,2025,100,0,0,,,,1,0,0,1,0
70,2025,200,1,1,,,No Previous Data,1,1,1,1,1
70,2025,300,0,0,,,,1,1,1,1,1
70,2025,400,0,0,,,,1,1,1,1,1
70,2025,500,0,0,,,,0,0,0,1,0
70,2025,600,0,0,,,,0,0,0,1,0
70,2025,700,0,0,,,,1,0,0,1,0
71,2025,100,0,0,,,,1,1,1,1,1
71,2025,200,0,0,,,,0,0,0,1,0
71,2025,300,1,1,100.0,C2,Switched,1,1,1,1,1
71,2025,400,0,0,,,,0,1,1,1,0
71,2025,500,0,0,,,,0,1,0,1,0
71,2025,600,0,0,,,,0,0,0,1,0
71,2025,700,0,0,,,,0,0,0,1,0
72,2025,100,1,1,200.0,Olong Tea Plus,Switched,1,1,1,1,1
72,2025,200,0,0,,,,1,1,1,1,1
72,2025,300,0,0,,,,1,1,1,1,1
72,2025,400,0,0,,,,0,0,0,1,0
72,2025,500,0,0,,,,0,0,0,1,0
72,2025,600,0,0,,,,0,0,0,1,0
72,2025,700,0,0,,,,0,0,0,1,0
73,2025,100,1,1,,,No Previous Data,1,1,1,1,1
73,2025,200,0,0,,,,1,1,1,1,0
73,2025,300,0,0,,,,1,1,1,1,1
73,2025,400,0,0,,,,0,0,0,1,0
73,2025,500,0,0,,,,0,0,0,0,0
73,2025,600,0,0,,,,0,0,0,1,0
73,2025,700,0,0,,,,0,1,0,1,0
74,2025,100,0,0,,,,0,0,0,1,0
74,2025,200,0,0,,,,0,0,0,1,0
74,2025,300,0,0,,,,1,1,1,1,1
74,2025,400,1,1,300.0,Không Độ,Switched,1,1,1,1,1
74,2025,500,0,0,,,,0,0,0,0,0
74,2025,600,0,0,,,,1,1,1,1,0
74,2025,700,0,0,,,,0,0,0,1,0
75,2025,100,0,0,,,,1,1,1,1,1
75,2025,200,1,1,100.0,C2,Switched,1,1,1,1,1
75,2025,300,0,0,,,,0,1,0,1,0
75,2025,400,0,0,,,,0,1,0,1,0
75,2025,500,0,0,,,,0,1,0,1,0
75,2025,600,0,0,,,,0,0,0,1,0
75,2025,700,0,0,,,,0,0,0,1,0
76,2025,100,1,1,300.0,Không Độ,Switched,1,1,1,1,1
76,2025,200,0,0,,,,1,1,1,1,1
76,2025,300,0,0,,,,1,0,1,1,0
76,2025,400,0,0,,,,0,0,0,1,0
76,2025,500,0,0,,,,0,0,0,0,0
76,2025,600,0,0,,,,0,0,0,1,0
76,2025,700,0,0,,,,0,1,0,1,0
77,2025,100,0,0,,,,1,1,1,1,1
77,2025,200,0,0,,,,1,1,1,1,1
77,2025,300,0,0,,,,1,1,1,1,1
77,2025,400,0,0,,,,1,0,0,1,0
77,2025,500,0,0,,,,0,0,0,1,0
77,2025,600,0,0,,,,0,0,0,1,0
77,2025,700,1,1,300.0,Không Độ,Switched,1,1,1,1,1
78,2025,100,0,0,,,,1,1,1,1,0
78,2025,200,0,0,,,,1,1,1,1,1
78,2025,300,1,1,,,No Previous Data,1,1,1,1,1
78,2025,400,0,0,,,,0,1,1,1,0
78,2025,500,0,0,,,,0,0,0,0,0
78,2025,600,0,0,,,,0,0,0,0,0
78,2025,700,0,0,,,,0,0,0,1,0
79,2025,100,1,1,200.0,Olong Tea Plus,Switched,1,1,1,1,1
79,2025,200,0,0,,,,1,0,1,1,0
